x,y
-7.703743360195303147e+00,1.991890656447934838e+00
7.032231868173266953e+00,-3.893358416241046616e+00
7.129221574113712379e+00,-1.707024318603772794e+00
1.406989490392965614e+00,-7.597752701065955350e+00
7.888478528182911731e+00,-1.742868523481196918e+00
3.732334770450349559e+00,-6.945378206530213205e+00
-4.213868493271772486e+00,-6.422523481478178198e+00
-6.410456631676809458e+00,4.902456807595110710e+00
2.633631937966258274e+00,7.473736434886022018e+00
6.293685445028891934e+00,5.198024153786786172e+00
7.732706399937249842e+00,-2.237572327355780821e+00
-2.132245650747534693e+00,7.579130959537183188e+00
-5.742240754225011123e+00,5.568540959043764893e+00
-1.802085353926681233e+00,8.227477727018040810e+00
1.465255977327657000e+00,-8.099095335265801054e+00
2.841039017375472042e+00,-7.327854536930674456e+00
1.321259064800756944e+00,8.351965377936837243e+00
2.673056115272292033e+00,7.000349616805090491e+00
7.259524407940530999e+00,3.758872776405868699e+00
7.573310443651196877e+00,2.603621234724268430e+00
-8.422194701634404979e+00,-2.764162934412143890e+00
4.475186782037690492e+00,6.160374001144320211e+00
-6.942216273843892616e+00,-5.146366730799666556e+00
-3.541914332091705697e-01,-7.906472696022570190e+00
7.321539209810908666e+00,-3.204896612399180889e+00
5.829201334165844628e+00,4.794035706889647308e+00
9.847989927619311690e-01,-7.658596030423385770e+00
-1.725266362140216447e+00,7.435917130587673896e+00
-7.064793127296158382e+00,-3.424310144074234064e+00
-2.561613417861643871e+00,-7.766079396861006678e+00
-2.178591885026570196e+00,-6.749729783327463650e+00
-1.158940046950573510e+00,7.617598595482863999e+00
-8.486398340002645924e+00,-7.129551137429278596e-01
-4.399459087636611088e+00,6.753866406151884938e+00
6.366377652007032539e-01,-7.504038308977195371e+00
-7.766120699020121698e+00,1.997080069024077753e+00
-5.466037453079016117e+00,5.842282928145751342e+00
-6.055050104762503160e+00,-6.309039380423247856e+00
4.600389879073724764e+00,5.238137066844963385e+00
-4.983276561250844949e+00,6.294744215519364694e+00
-3.654684854865600574e+00,6.949764301549532952e+00
-2.648472322921211486e+00,7.630490621404013574e+00
5.459845743859142786e+00,-5.849754093640785690e+00
-4.032459564895558124e+00,7.009492914177326561e+00
5.150518487278939794e+00,5.505538331115038986e+00
7.932090224606721529e-01,8.218956551472713201e+00
3.112323513106350248e+00,-6.677887809862913748e+00
3.703836600073713736e+00,7.175386715181361730e+00
7.773761793788528607e+00,-5.420917388461407582e-02
4.603688165779090902e+00,-6.627661100493581259e+00
3.226933787367488371e+00,-7.587826789981704678e+00
-3.384118764205446883e+00,-6.898839503856066813e+00
-9.726247589807270888e-01,-8.256145763321535824e+00
-4.238728539437086607e-02,-7.407442985912201294e+00
-6.249647295360804655e+00,4.919634310119525900e+00
-7.346212295294636263e+00,2.723673581598910598e+00
7.506219282945575166e+00,-2.813403492621463275e+00
9.076533455869509881e-01,8.802768845959969113e+00
-8.317933484661971022e+00,1.260351678024305588e+00
-6.361107805538004811e+00,-5.484916680647410558e+00
-1.265181899759855177e+00,-7.655411523853834943e+00
-7.002381843561039654e-02,-8.290033415484128199e+00
-1.965116335347065979e+00,8.076155244671168631e+00
2.312009892083099594e+00,-7.311498453247111229e+00
-2.014234570732879703e+00,7.599023724106487521e+00
7.429236644277282586e+00,3.480437563925039335e+00
-5.593114968598700720e+00,5.625177461058574302e+00
2.194853047976574878e+00,8.249273347703887538e+00
8.457313935193486287e+00,1.479847644304355669e-01
-1.840558185026641702e+00,7.289613970511342522e+00
-5.405613802305222038e+00,5.901368168825683824e+00
-8.060917815396830832e+00,2.765672023200311802e-01
-8.250923222599416462e+00,1.605869353056701199e+00
3.563493685142543832e+00,-7.386137486233577576e+00
-7.781104936977476072e+00,1.864807785713298083e+00
1.067645071152677899e-01,7.935368246915586177e+00
5.919833253823504116e+00,-5.387226976149317892e+00
-6.034042607222058763e+00,5.240783570824267379e+00
3.253312396358187364e+00,7.160234151652680623e+00
4.763134789249418688e+00,7.607651608366355234e+00
6.898249493604554416e+00,2.953988106627861931e+00
-4.397909675116141948e+00,6.752703370284320883e+00
-4.667206550466171500e+00,-7.212388278521912000e+00
8.159011158613548531e+00,5.084713224286016020e-01
1.159379445033269729e+00,-7.566282586936197596e+00
1.278935330918117508e+00,8.177247790944804251e+00
-3.461406305829738628e+00,7.315147765983090800e+00
-6.326311578256751389e+00,-4.369335184779574277e+00
-1.699656297034509156e-01,7.960197218950471942e+00
8.121752605662491131e-02,-8.596686779914250565e+00
-3.953983312779338011e+00,6.805885335225386079e+00
1.489163983042695705e+00,8.258249705172501010e+00
2.214809815428322448e+00,-7.735135899355887190e+00
-4.152135709799819274e+00,6.771063352743441399e+00
7.292492113787742980e+00,1.894560801178589493e+00
-6.358612702441301501e+00,4.955023046775585804e+00
-4.275186406584447596e+00,-6.436222784689041632e+00
-4.419631294089528595e+00,-6.672965547286262122e+00
6.225443894513260190e+00,-4.975270601783702951e+00
3.485605775099850145e+00,-7.099519641145205284e+00
-5.036344961697603040e+00,-6.304171783704133780e+00
8.492142522580962805e+00,-1.530380363294040702e+00
3.291848226935439659e+00,-7.437873325139087832e+00
-8.139266088923521991e+00,-1.560135021300887770e+00
7.889859644441479247e+00,1.659387181859103721e+00
-2.360517495163867885e+00,7.591636943391758763e+00
-7.852596240819520013e+00,1.574250337134011968e+00
7.795941809729697525e+00,4.054572668724618190e+00
-5.900253679667229356e+00,-4.193732265130829973e+00
4.332864498333428571e+00,6.572952497626694424e+00
-5.815311553900224695e+00,5.495559243948306971e+00
5.557412682916594626e+00,5.139623243111410389e+00
6.370408326102310781e+00,3.984500669441118692e+00
-1.531827646046303393e+00,7.565877032995472540e+00
-4.847511342382617272e+00,6.408557305286901595e+00
8.324116863179749970e+00,1.401219021029027900e-01
7.564301166363349704e-01,8.082724749249837970e+00
2.355057596537160070e+00,8.292010978862347059e+00
4.031637854472601923e+00,-7.198118432985201487e+00
5.652049269710129664e+00,-5.575001772359310159e+00
-8.417704792747887410e+00,-5.853361509656686001e-01
-5.734419872916209471e+00,5.456694292866710150e+00
-3.472719254022159086e-01,-7.696902899789840546e+00
-7.642622699526921082e+00,-1.517467745810234137e+00
5.809899161783174115e+00,4.095969339943587251e+00
-5.167929510472307975e+00,-6.346749940726740036e+00
-2.039911160132750201e+00,7.301888932124242615e+00
-6.563696027964431856e+00,4.433339729339453861e+00
-7.884569849640620909e+00,-2.058965860521816182e+00
-4.958373247055099853e+00,6.274186214307803766e+00
-7.570524239775999753e+00,2.602682485820635439e+00
1.418685002892578151e+00,-7.354108218558089050e+00
3.095556576814868954e+00,7.426153221809974170e+00
-5.927760011410886598e+00,-5.523557629757912757e+00
1.123273775654014095e+00,-7.845956862255120789e+00
-7.896167146799366598e+00,6.073724817980833413e-01
6.526232017138515751e+00,-4.418026027404845735e+00
-6.882807558004877535e+00,-7.755111930469172909e-01
7.593456123677516878e+00,-2.941421121212527634e+00
-1.055210684815931721e+00,-8.159320119512541325e+00
5.652281460365218280e+00,-5.595003178758697793e+00
-5.998607309910212848e+00,-5.566660548579612566e+00
6.068180619484572880e+00,5.410816110890742436e+00
8.266533715442145436e+00,3.995163698078594283e-01
-7.599071614299132804e+00,-2.381153201954229637e+00
1.746789701384535931e+00,-7.806263096008294156e+00
-2.805181415551023960e+00,7.671170145207551805e+00
-7.712758995057552802e+00,-2.353771446242228116e+00
7.944961715706557293e+00,-2.051661569767431609e-02
-7.369433705363816145e+00,2.942889710698747940e+00
7.716930121697848755e+00,3.778451800760616930e+00
6.244844707369835213e+00,4.743290120509700891e+00
7.118055248601791618e+00,3.254191993156760887e+00
7.611253543720184922e+00,-5.606870988581295068e-01
-1.789088997739181952e+00,7.726722824530221523e+00
-2.065501298068840530e+00,8.267449918100997053e+00
7.250551088308585967e+00,1.827021284948076252e+00
-2.867988317898915618e+00,-7.834740436227158433e+00
1.549967950218680723e+00,7.586654843892712385e+00
4.252114994422859340e+00,-6.713303031511088648e+00
-7.791869282297359867e+00,-9.157309632219304829e-01
-3.331924725155263722e+00,-7.543709976615820878e+00
-2.413602861194989568e+00,-7.945588043638709408e+00
4.105414280996680709e+00,7.568002572265587702e+00
3.447733724888597528e-01,-7.459891875910477310e+00
1.736442950956513132e+00,8.093569818066109534e+00
-1.181731186366033748e-01,-8.170781188900226866e+00
2.926844726165637844e+00,-7.281018238108124763e+00
3.874834870933444364e+00,-7.154735466595210980e+00
-7.673641125878882363e+00,-1.271563142129506607e+00
-5.541739263279334970e+00,5.719636719955361492e+00
-7.724459870864205158e+00,2.511473100071833553e+00
8.785915795425365271e-01,-7.618240995790234393e+00
-8.499290602745176670e+00,6.266735792116968629e-01
-3.984978374668308732e+00,7.163382654422312257e+00
-6.407373139064945100e+00,-4.254017419610225836e+00
-6.419243188223019203e+00,4.603460342564854813e+00
5.417034906010933959e+00,5.211311156954694823e+00
6.908967085951816856e+00,3.585623301053010525e+00
-7.898496996071315834e+00,-2.091701312652482159e+00
5.947438610293031225e+00,-5.334130309107851353e+00
-7.406231637447487692e+00,-3.690604083738108887e+00
6.046199063514877459e+00,5.464151589829871369e+00
-1.136797481526390818e+00,-7.852016736947345699e+00
-7.220319638478454927e+00,3.158131009696838909e+00
-7.897695721255476364e+00,1.235552258126060288e+00
-2.332742194551228110e+00,-7.263032470848012068e+00
4.123967025516554585e+00,-6.971577960971981014e+00
5.931719290559102076e-01,8.738188992109552800e+00
-4.493603352990896305e+00,6.552204154672550018e+00
1.091219796385724194e+00,7.942670270097219820e+00
-7.760668370531175420e+00,-3.990683724861018966e+00
-8.555650433692498780e+00,-2.052701281148520684e-01
1.003271683419987514e+00,8.502455078020508594e+00
6.972466648029103986e+00,4.151721166027771304e+00
7.971023292223780921e+00,-8.112497872186426040e-01
-1.244434086798716921e+00,-7.728594326784334889e+00
3.483380819426943553e+00,7.067228909514454926e+00
3.215656162668346418e+00,8.213043645796036074e+00
6.305719669063200250e+00,-4.967036180916467814e+00
-7.519788517460816557e+00,2.189453918923732978e+00
4.306618559634095789e+00,-6.287696546320906243e+00
-9.264957736642570607e-01,-7.800570118066985970e+00
-7.101519301057245492e+00,-3.542665228303524039e+00
1.574780566213518807e+00,7.254765841430767637e+00
-7.623778744293839615e+00,1.315398290516365698e+00
7.537733730202694993e+00,-3.257638151006351013e+00
-3.518564783680816488e-02,-8.296330929513512586e+00
-6.833391804339460585e+00,-3.369768281502830032e+00
4.581123441089953729e+00,-6.668112811796880202e+00
-1.636606074409523881e+00,8.117167707031427426e+00
-1.603098827499112700e+00,7.969542027192490607e+00
6.836293502766673136e+00,5.560913460777586081e+00
-3.679263898459051774e+00,-6.095927597996701586e+00
-3.615470743922649000e+00,6.841016643313763801e+00
-7.907147610329533727e+00,-1.424475014165718756e+00
-4.138042023593582641e+00,-6.988520941409693599e+00
-2.998728102913966964e+00,6.950771120758019173e+00
-1.091048562337687100e+00,8.262051254065674755e+00
-1.818885411340199321e+00,-8.084394541199278805e+00
-7.722541150002322219e+00,2.338927179229681741e+00
4.865267478938490875e+00,7.432495670718647141e+00
-4.437927821261309802e+00,-6.791860342152152619e+00
-4.932989234386500499e+00,6.305642755922976406e+00
-5.076626065726350667e+00,6.115179346158472029e+00
-7.855664721468047063e+00,-3.195383710503107100e+00
6.267599951642044864e+00,-4.894466176658960777e+00
-6.360767892499660014e+00,-4.721808716487909230e+00
7.304244207901585462e+00,7.287459448362930692e-01
-3.993913617051342957e+00,-6.785289723081622704e+00
8.218649456123788610e+00,3.047186997540779707e+00
-3.446764898900079865e-01,-8.161301535125591755e+00
6.166543463133370651e+00,5.320653265085804939e+00
-4.789007666031737109e+00,6.495531187175589416e+00
6.737144686050735132e+00,-4.111076420725887637e+00
-6.171339850266526206e+00,-5.079934614795088343e+00
-7.400077175165170829e+00,1.814295597408685623e+00
2.235482118099519244e+00,7.993913095427329196e+00
6.059771963970068676e+00,5.340936946942616004e+00
-7.730910386189412620e+00,9.709598843747748731e-01
-7.609750985143140412e+00,-3.332517424934837713e+00
-7.877630928451817560e+00,-3.324557999060856472e-01
-7.731450471920342515e+00,2.045533923152069722e+00
1.221383845730033890e+00,9.183059322121019719e+00
-6.545351408063006637e+00,-5.692260752479485042e+00
-4.848421471665617766e+00,-4.895275309885430914e+00
-7.352070470297658922e+00,3.395185291771203318e+00
-4.509528022254146506e+00,6.752364866123651055e+00
5.777404942496091600e+00,4.218517084407372053e+00
-1.970399740700945035e+00,7.865806387587905846e+00
3.837798491318863636e+00,-6.799229730316641351e+00
8.055579531577306440e+00,-2.273127827522483935e-01
-6.448387567887602145e+00,4.599677201052026376e+00
6.643153143486864920e+00,-4.362911489255290931e+00
1.145049378177641852e+00,-8.022380036534618952e+00
-2.331085814629991759e+00,7.978132396411217186e+00
-1.508690578411072014e+00,7.395048107873368970e+00
-8.310127659043571313e-01,7.964416571226314190e+00
-7.202113046915012085e+00,2.415620506096245013e+00
7.951026031951870188e+00,-1.117526123522163850e+00
2.020290680065896183e+00,7.395694662115566587e+00
-5.945265237921159240e+00,-5.678137253410302066e+00
-3.771514332633572053e+00,7.307820822042707221e+00
-2.067611023777203627e+00,7.892671593631195748e+00
5.006745234246181120e+00,-6.211495709415633115e+00
-2.432467865871335455e+00,-7.610131774829850926e+00
7.500952660673719130e+00,-4.868569879338687234e-01
-2.546569844598705501e+00,7.858702815224962279e+00
5.433547271846224547e+00,-5.831590490308798280e+00
-2.309124841142917273e+00,8.029777484821892131e+00
1.233558156995942401e+00,7.974230691851810882e+00
4.441033964634222286e+00,-6.254407496098558283e+00
1.625646222208274039e-01,-8.458835632884170508e+00
3.988588088514176011e+00,-6.947794043460772784e+00
-3.352142168356409435e+00,-7.337463831013400828e+00
-7.497636990305066362e+00,-6.184956838150212910e-01
6.668654046503147192e+00,2.921344447905891872e+00
-3.680934245828845874e+00,-6.551241011889531229e+00
-6.152108892546148233e+00,-4.452581203136896981e+00
-7.736937493100529473e+00,1.252565043497377850e+00
-7.547441408506562865e+00,-3.514047891303319293e+00
1.651515926118387823e+00,-7.391125969965722575e+00
7.946746253248446301e+00,4.657111642688847475e+00
-3.379687303352437944e+00,-7.143102900323569315e+00
7.287837810685378948e+00,-2.470477565815481391e+00
-1.449055759305456270e+00,7.940203188159459913e+00
5.117678268794932706e+00,-6.166723913288780778e+00
-7.901170509756298976e+00,-2.244222561144876060e+00
1.276321391375090375e+00,-7.702602202330328218e+00
-7.243402173092407637e+00,-1.855368535414534392e+00
4.710293734631129325e+00,-6.292962066840389390e+00
2.516987182731065698e+00,7.524977385006013542e+00
8.486715392085894649e+00,-9.698557519425854423e-02
7.530963755806464377e+00,2.007772019856616019e+00
7.378903358701819570e+00,-3.523798946920141173e+00
2.051375900305594691e+00,8.277577452694369953e+00
-3.008042052135557309e+00,-7.219521325189981908e+00
-4.783692994556171030e+00,-6.521668784936553998e+00
-6.441078988487115353e+00,-4.406642169955968136e+00
2.614152953771688992e+00,-7.732674888677809832e+00
7.399474050636315248e+00,3.544172333822778409e+00
7.838151844929913459e+00,1.222716418493354107e+00
7.882023659437171759e+00,-1.413215444092896234e-01
-1.453073425769344729e+00,7.291247231249431415e+00
8.413197686654449114e+00,-1.652299584913591302e-01
-6.097584989636278152e+00,5.115421156275449022e+00
-2.157893566356067439e+00,7.415352055176778201e+00
-5.054637865192304069e+00,6.253908117654444432e+00
7.382134263558593368e+00,-3.273918662974626415e+00
-4.022945313067345374e+00,-6.861693855235916573e+00
-7.767703228302154983e+00,5.666890486813647154e-01
-7.260889034044191170e+00,-3.266287724270672932e+00
-7.558506429786684855e+00,-1.481301856393124616e+00
-5.648844560396784509e+00,-2.915997902856582336e+00
6.764001058782439735e+00,-4.211326213195478729e+00
-7.373579457048994534e+00,-2.441288925807174159e+00
-3.538227110260117048e+00,7.236886118870602402e+00
-6.987959513853649440e+00,3.836199596244132426e+00
8.184506952361520149e+00,1.763605477337893301e+00
1.900712389788256962e+00,-7.815723179138760024e+00
-7.837302878273114892e+00,-4.587270889452359057e+00
6.483470937861897099e+00,6.004800080191184719e+00
-6.085438976083533014e+00,5.196206802627481025e+00
-7.511317444059433690e+00,-2.994103633018303068e+00
1.417286796207546384e+00,7.718301213629030322e+00
-3.690310597058827913e+00,6.871117635874458784e+00
7.591391958127104544e+00,-3.136453341564892749e+00
-1.132185422361978056e+00,8.071344726150458726e+00
-8.146985262769067759e+00,5.174609213518889250e-01
9.147896760120133308e-01,8.589822941117674304e+00
1.083206749845156969e+00,-7.928373568735924692e+00
-1.704695041491486096e+00,-7.488618107203723007e+00
-7.816000307110771317e+00,2.280785947171922068e+00
-1.472056584525943457e+00,-7.986783102556390013e+00
-3.568235259686535876e+00,7.046685353889654557e+00
8.248863468627465778e+00,-1.798236630299704153e+00
3.886055080606199308e+00,5.934417185183894716e+00
-1.026889318949454788e+00,-7.896891142265453745e+00
6.839207903655509568e+00,3.743359419378815112e+00
-6.694811325506195843e+00,4.152804324063356312e+00
5.600292446983771377e+00,-5.711454861748145539e+00
-7.630189941009150267e+00,6.597826605186174476e-02
7.232861292792047259e+00,-3.381779969991277834e+00
-2.518266696102575253e+00,-7.332128999327290231e+00
-2.674041813342393770e+00,7.547528518152033961e+00
-8.949838075296469020e-01,-8.494742270863389066e+00
-7.916088564519406567e+00,1.290716276904795068e+00
9.015397629537524882e-01,-7.908340658671249912e+00
1.903171705611262476e+00,-7.725412472223511351e+00
2.973118896348414975e+00,-7.334764066785264269e+00
-2.664748839328754393e+00,-6.377005089689598449e+00
3.677825769139039025e+00,6.333368850025398622e+00
-4.648271515182106128e+00,-5.870221730519681103e+00
3.531324878881632046e+00,7.273801768890688635e+00
-2.558487556392752271e+00,-7.922280544694868532e+00
-6.854966213764749128e+00,-2.764065318624083556e+00
-7.259436520331050247e+00,3.485166070809031513e+00
7.614241399101069341e+00,-2.447666489832691195e+00
-1.159638423588215783e+00,7.739249275794296778e+00
4.872310645192788670e+00,5.760660951520042872e+00
8.254316819228268542e+00,-3.408874557363539282e-02
3.890305592986957883e+00,7.294079146370414435e+00
5.005987579750748928e+00,-6.278858584203437232e+00
2.951190585112392628e-01,-7.244158820381470854e+00
4.183750069450806741e-01,-7.881689484321014127e+00
1.848836631644539930e+00,-8.059600816177532323e+00
7.341057409721498672e+00,4.886977992143406446e+00
-7.693167239803854862e+00,-1.113039560499491376e+00
1.299378603319966574e+00,-7.513682013744341859e+00
7.951282418392423779e+00,2.808258194027000165e+00
3.348513740256030768e+00,-7.512185355385282648e+00
1.918760747311918369e+00,8.021025069769708082e+00
3.597851639879761088e+00,-7.373473672234744036e+00
8.089032014611515109e+00,-1.659813093972015041e+00
-5.210688870187148325e+00,6.079142706858802647e+00
-2.732181933532825902e+00,7.870345191889524195e+00
-7.381364236600243878e+00,3.112813428372273261e+00
-6.655821979725192072e+00,-4.733616596798225551e+00
-6.071690901445966126e+00,5.212587442753173761e+00
7.070125180283657329e+00,3.771125298781975665e+00
-4.717345392556306471e+00,6.564786567191683631e+00
-3.407186702879368312e+00,-7.737068365341071896e+00
8.323916276363954481e+00,1.001753042092055346e-01
-5.381773872444284734e+00,5.931891530197773932e+00
-3.511917506933464939e+00,7.252649036777925495e+00
1.535816284993528180e+00,-7.849505777221433611e+00
7.344858684834543183e+00,3.687780983232972432e+00
7.229922711632514876e+00,1.975929438166393881e+00
7.340308107196165111e+00,-2.689446704431000867e+00
-9.190107433491054856e-01,7.310453687657435751e+00
7.577704969926180034e+00,2.564416760302222986e+00
1.647108259937781760e+00,-7.573009818896861312e+00
7.179230659813067739e+00,3.004335097483164407e+00
6.040050198906030232e+00,5.198774410792933232e+00
-4.123319294954900904e+00,-7.455330161034817493e+00
-6.735098265683082452e+00,4.544575633086341604e+00
7.106883214146041183e+00,-2.668502214902315650e+00
-4.144641230662087672e+00,-7.533253676149055167e+00
2.995381646939249798e+00,6.384836718598345229e+00
-7.587769580005870651e+00,2.772409846687381219e+00
-5.008068628413325563e+00,6.277058202303276602e+00
5.893473764708189400e+00,-5.418394269298816290e+00
4.660953545657076980e+00,7.453871732149532470e+00
-7.816500192631318455e+00,-3.344418505752371651e+00
8.100050052268503720e+00,2.767797010599431395e+00
6.524183054159284900e+00,-4.674323596675007408e+00
-7.989776123826463738e+00,8.590990267341036546e-01
-3.229076789793953406e+00,-7.460422163181296362e+00
1.279999960783597235e+00,7.708780896315526654e+00
7.068106225684352317e+00,3.274251451570239002e+00
-6.759674885772424702e+00,4.285220926521841278e+00
-4.396404881698289246e-01,-7.841379765560697379e+00
-7.195910657697980106e+00,-2.157565744877554703e+00
6.381067864573569892e+00,-4.888017260557692367e+00
-3.556763821004852666e+00,-6.580888111968124399e+00
7.214391228167954750e+00,-3.643641866401811313e+00
6.855138365056846261e+00,4.159350180648572426e+00
7.675699141621075583e+00,2.168341782421042918e+00
-8.557494262943423635e+00,-1.484278690087151187e+00
2.995227201740089384e+00,6.775561825398405347e+00
-7.797272317815215459e+00,-2.792709885189526897e+00
5.234696780255081450e+00,7.089180938978595137e+00
-6.161537020511422824e+00,-4.663512298542097589e+00
1.568886505917203245e+00,-7.883598481207949149e+00
7.395393086952441131e+00,2.806443992868948190e+00
6.732723244953295882e+00,-4.241373962419930699e+00
-6.656047349431480242e+00,-4.979685713650855661e+00
7.869731371465993774e+00,-2.249530383481634477e+00
-8.260069582006043021e+00,1.008090880579707971e+00
-8.597846581186573189e+00,-2.303197640153886727e+00
9.694277218741564894e-01,8.302177025018593781e+00
-2.149998837373252591e+00,-7.776675001963609724e+00
-6.014994274459651180e+00,5.268921598267483297e+00
-7.782459612775967095e+00,2.517422724434187575e+00
-4.519668506316213197e+00,-7.294173799719333218e+00
-4.053706702797938988e+00,-5.958242387014011321e+00
-6.308092427303325422e+00,4.913047838322015082e+00
-4.272483467592277151e+00,-6.862286494702090067e+00
1.242680492659332669e+00,-7.376966761899129921e+00
7.475419504495807388e+00,-2.922973940905188694e+00
-7.876982263197708889e+00,1.457525819012902346e+00
1.783917130905894322e+00,-7.732249705078155344e+00
-3.461572363368790484e+00,7.384030769923365156e+00
4.091545328284282412e+00,7.259852924683281472e+00
7.222158075427727475e+00,-3.539818736112747555e+00
4.823512385337907382e+00,6.621179301279125795e+00
-2.577210492062163905e+00,7.508924120476511810e+00
6.270377011147905577e+00,-4.805692764612990331e+00
-5.618800124902664450e+00,-4.312724732880560907e+00
-7.206909804560850397e+00,-3.898614339973384801e+00
8.209108779919947807e+00,1.887929332060578613e-01
-5.497159462721888268e+00,-5.119907583867701284e+00
-6.956812026102540791e+00,4.055079595737208997e+00
-7.603039157693737948e+00,-4.360223658651800172e+00
7.486170177847247587e+00,3.932685430210774991e-01
6.755699154839177822e+00,-4.006995064873279944e+00
-1.158845744606886274e+00,7.758476674739609891e+00
8.794684082941854886e-01,7.766483077160666326e+00
4.345463319699014448e+00,-6.692933044820522426e+00
-4.056713154702650037e+00,6.414325963845451284e+00
-7.065741115021264562e+00,-4.767876764421761671e+00
-3.176284095855670397e+00,-6.898301137374385661e+00
1.382597360067760794e+00,8.562043701123156936e+00
-6.922954642166333272e+00,3.814347179068399818e+00
-2.695991237797307427e+00,-7.606579258415057332e+00
4.380800431953843166e+00,6.808011829629102785e+00
6.817229427127536212e+00,5.270043349346164696e+00
-3.602867753700852660e+00,6.577397674047204212e+00
-6.442548305621124349e+00,-4.198782053638133505e+00
5.146023881650080511e+00,-6.166784677649761903e+00
-5.511143274842801532e+00,-5.817278190978722563e+00
5.467961664938761679e+00,-5.818212062452527533e+00
3.291837772264331274e+00,-7.354571618120243848e+00
8.057049585580771112e-01,-7.769615722640864419e+00
-7.390172684364816336e-01,8.005507275287014224e+00
-7.551578144744690135e+00,2.289459379298177222e+00
4.513556005732522358e+00,-6.314014832895240126e+00
-7.503027058258147974e+00,-4.757510808553443438e-01
7.112172294628892999e+00,3.186354881928318505e+00
-1.871983206597851224e+00,7.603591903146336151e+00
7.277639518745929514e+00,-3.352123855675502639e+00
2.787346397554809840e+00,-7.439866107841673681e+00
-6.741516315275921656e+00,-4.160086762956253459e+00
6.723266128640359440e+00,-3.821780841430327147e+00
-6.096167550069315766e+00,-5.361552256558360874e+00
-8.835387407662069759e-01,-8.197295141539797214e+00
1.126655074952372049e+00,-7.915293362804786348e+00
-5.487648836517879047e+00,-7.040640030592603793e+00
-6.076815149850112618e+00,5.070757091130889904e+00
-5.348645660597588503e+00,-5.097009501584163438e+00
-3.695198486524013504e+00,-5.980416455642214579e+00
4.682417949177398953e+00,5.404883508024638239e+00
-4.737539231345339275e+00,-6.481112651174431250e+00
-7.059921012816323227e+00,2.948920744337102384e+00
-6.430561226294336130e+00,4.791360731189819866e+00
6.247366881116509063e+00,4.841018032713404473e+00
-6.932550051756614984e+00,-4.027549464044846594e+00
-5.248851438856910967e+00,5.958235228327952271e+00
7.250079148044681787e+00,2.136658291734287562e+00
6.230048524803680543e+00,-5.079198835569802561e+00
5.904204479913588877e+00,6.417991757388827878e+00
-3.344532595176037404e+00,-7.667116021092350131e+00
7.997205887535318247e+00,2.765542962102585545e+00
5.108248001057885901e+00,5.541595027753398739e+00
-6.624927571552063910e+00,-4.538617742177766701e+00
-2.614117488735917760e+00,-8.166915706783989037e+00
-3.972878060154331870e+00,6.516136233374098197e+00
7.678288101533248700e+00,-3.279685151609162297e+00
-7.255777458738655206e+00,2.559612328403348513e+00
-7.359965855390569800e+00,2.082897182495763833e+00
-1.129383381776788875e+00,-7.784849258124391547e+00
